"subject"	"activity"	"domain"	"sensed"	"direction"	"mean_std"
"5"	"LAYING"	"freq"	"BodyAccJerk"	"Y"	-0.96624258
"5"	"LAYING"	"freq"	"BodyAccJerk"	"Z"	-0.986135599038461
"5"	"LAYING"	"freq"	"BodyGyro"	"Mag"	-0.959263063269231
"5"	"LAYING"	"freq"	"BodyGyro"	"X"	-0.980705769807692
"5"	"LAYING"	"freq"	"BodyGyro"	"Y"	-0.977257800961538
"5"	"LAYING"	"freq"	"BodyGyro"	"Z"	-0.963305738076923
"5"	"LAYING"	"freq"	"BodyGyroJerk"	"Mag"	-0.983434493076923
"5"	"SITTING"	"time"	"BodyAcc"	"Mag"	-0.920939027727273
"5"	"SITTING"	"time"	"BodyAcc"	"X"	-0.980945022045455
"5"	"SITTING"	"time"	"BodyAcc"	"Y"	-0.904335121022727
"5"	"SITTING"	"time"	"BodyAcc"	"Z"	-0.926094740227273
"5"	"SITTING"	"time"	"BodyAccJerk"	"Mag"	-0.965757731590909
"5"	"SITTING"	"time"	"BodyAccJerk"	"X"	-0.975204850227273
"5"	"SITTING"	"time"	"BodyAccJerk"	"Y"	-0.952786261136364
"5"	"SITTING"	"time"	"BodyAccJerk"	"Z"	-0.973436529545455
"5"	"SITTING"	"time"	"BodyGyro"	"Mag"	-0.931414810454545
"5"	"SITTING"	"time"	"BodyGyro"	"X"	-0.966225485
"5"	"SITTING"	"time"	"BodyGyro"	"Y"	-0.950064068181818
"5"	"SITTING"	"time"	"BodyGyro"	"Z"	-0.940637937045455
"5"	"SITTING"	"time"	"BodyGyroJerk"	"Mag"	-0.970392610454546
"5"	"SITTING"	"time"	"BodyGyroJerk"	"X"	-0.966037012045455
"5"	"SITTING"	"time"	"BodyGyroJerk"	"Y"	-0.975433911363636
"5"	"SITTING"	"time"	"BodyGyroJerk"	"Z"	-0.964878512727273
"5"	"SITTING"	"time"	"GravityAcc"	"Mag"	-0.920939027727273
"5"	"SITTING"	"time"	"GravityAcc"	"X"	-0.983137541590909
"5"	"SITTING"	"time"	"GravityAcc"	"Y"	-0.939942979795454
"5"	"SITTING"	"time"	"GravityAcc"	"Z"	-0.945008999545455
"5"	"SITTING"	"freq"	"BodyAcc"	"Mag"	-0.925669291136364
"5"	"SITTING"	"freq"	"BodyAcc"	"X"	-0.9825908425
"5"	"SITTING"	"freq"	"BodyAcc"	"Y"	-0.9022915301
"5"	"SITTING"	"freq"	"BodyAcc"	"Z"	-0.92184351
"5"	"SITTING"	"freq"	"BodyAccJerk"	"Mag"	-0.966545323409091
"5"	"SITTING"	"freq"	"BodyAccJerk"	"X"	-0.976530547272727
"5"	"SITTING"	"freq"	"BodyAccJerk"	"Y"	-0.954464442045455
"5"	"SITTING"	"freq"	"BodyAccJerk"	"Z"	-0.97602233
"5"	"SITTING"	"freq"	"BodyGyro"	"Mag"	-0.934746865454545
"5"	"SITTING"	"freq"	"BodyGyro"	"X"	-0.969390369318182
"5"	"SITTING"	"freq"	"BodyGyro"	"Y"	-0.947571471590909
"5"	"SITTING"	"freq"	"BodyGyro"	"Z"	-0.947346476590909
"5"	"SITTING"	"freq"	"BodyGyroJerk"	"Mag"	-0.970675403409091
"5"	"STANDING"	"time"	"BodyAcc"	"Mag"	-0.87977380125
"5"	"STANDING"	"time"	"BodyAcc"	"X"	-0.968591815714286
"5"	"STANDING"	"time"	"BodyAcc"	"Y"	-0.869439913392857
"5"	"STANDING"	"time"	"BodyAcc"	"Z"	-0.869327321785714
"5"	"STANDING"	"time"	"BodyAccJerk"	"Mag"	-0.942962047678571
"5"	"STANDING"	"time"	"BodyAccJerk"	"X"	-0.962647080178571
"5"	"STANDING"	"time"	"BodyAccJerk"	"Y"	-0.931217140714286
"5"	"STANDING"	"time"	"BodyAccJerk"	"Z"	-0.963832118928571
"5"	"STANDING"	"time"	"BodyGyro"	"Mag"	-0.867041711785714
"5"	"STANDING"	"time"	"BodyGyro"	"X"	-0.910395222321429
"5"	"STANDING"	"time"	"BodyGyro"	"Y"	-0.933738104107143
"5"	"STANDING"	"time"	"BodyGyro"	"Z"	-0.907471555714286
"5"	"STANDING"	"time"	"BodyGyroJerk"	"Mag"	-0.947970723571429
"5"	"STANDING"	"time"	"BodyGyroJerk"	"X"	-0.941930044107143
"5"	"STANDING"	"time"	"BodyGyroJerk"	"Y"	-0.961177741607143
"5"	"STANDING"	"time"	"BodyGyroJerk"	"Z"	-0.944755343035714
"5"	"STANDING"	"time"	"GravityAcc"	"Mag"	-0.87977380125
"5"	"STANDING"	"time"	"GravityAcc"	"X"	-0.974088206071429
"5"	"STANDING"	"time"	"GravityAcc"	"Y"	-0.931973943392857
"5"	"STANDING"	"time"	"GravityAcc"	"Z"	-0.914608495714286
"5"	"STANDING"	"freq"	"BodyAcc"	"Mag"	-0.886745170714286
"5"	"STANDING"	"freq"	"BodyAcc"	"X"	-0.97066840875
"5"	"STANDING"	"freq"	"BodyAcc"	"Y"	-0.867933178017857
"5"	"STANDING"	"freq"	"BodyAcc"	"Z"	-0.858231387857143
"5"	"STANDING"	"freq"	"BodyAccJerk"	"Mag"	-0.943601960178571
"5"	"STANDING"	"freq"	"BodyAccJerk"	"X"	-0.965778920714286
"5"	"STANDING"	"freq"	"BodyAccJerk"	"Y"	-0.936202600714286
"5"	"STANDING"	"freq"	"BodyAccJerk"	"Z"	-0.96807230125
"5"	"STANDING"	"freq"	"BodyGyro"	"Mag"	-0.868913993928571
"5"	"STANDING"	"freq"	"BodyGyro"	"X"	-0.912780915714286
"5"	"STANDING"	"freq"	"BodyGyro"	"Y"	-0.931857811428571
"5"	"STANDING"	"freq"	"BodyGyro"	"Z"	-0.91678935625
"5"	"STANDING"	"freq"	"BodyGyroJerk"	"Mag"	-0.946196462857143
"5"	"WALKING"	"time"	"BodyAcc"	"Mag"	-0.377178733392857
"5"	"WALKING"	"time"	"BodyAcc"	"X"	-0.294098534232143
"5"	"WALKING"	"time"	"BodyAcc"	"Y"	0.0767484028053571
"5"	"WALKING"	"time"	"BodyAcc"	"Z"	-0.45702143625
"5"	"WALKING"	"time"	"BodyAccJerk"	"Mag"	-0.282242276785714
"5"	"WALKING"	"time"	"BodyAccJerk"	"X"	-0.302891024625
"5"	"WALKING"	"time"	"BodyAccJerk"	"Y"	-0.0910397428607143
"5"	"WALKING"	"time"	"BodyAccJerk"	"Z"	-0.612895318571429
"5"	"WALKING"	"time"	"BodyGyro"	"Mag"	-0.492176823571429
"5"	"WALKING"	"time"	"BodyGyro"	"X"	-0.490877497857143
"5"	"WALKING"	"time"	"BodyGyro"	"Y"	-0.504622029821429
"5"	"WALKING"	"time"	"BodyGyro"	"Z"	-0.318700615178571
"5"	"WALKING"	"time"	"BodyGyroJerk"	"Mag"	-0.48919974625
"5"	"WALKING"	"time"	"BodyGyroJerk"	"X"	-0.357681403285714
"5"	"WALKING"	"time"	"BodyGyroJerk"	"Y"	-0.57143812375
"5"	"WALKING"	"time"	"BodyGyroJerk"	"Z"	-0.157682543983929
"5"	"WALKING"	"time"	"GravityAcc"	"Mag"	-0.377178733392857
"5"	"WALKING"	"time"	"GravityAcc"	"X"	-0.979348381428571
"5"	"WALKING"	"time"	"GravityAcc"	"Y"	-0.961585474821429
"5"	"WALKING"	"time"	"GravityAcc"	"Z"	-0.964580803928571
"5"	"WALKING"	"freq"	"BodyAcc"	"Mag"	-0.519636926071429
"5"	"WALKING"	"freq"	"BodyAcc"	"X"	-0.297517355196429
"5"	"WALKING"	"freq"	"BodyAcc"	"Y"	0.0426026830839286
"5"	"WALKING"	"freq"	"BodyAcc"	"Z"	-0.483059957321429
"5"	"WALKING"	"freq"	"BodyAccJerk"	"Mag"	-0.305685376071429
"5"	"WALKING"	"freq"	"BodyAccJerk"	"X"	-0.3213903195
"5"	"WALKING"	"freq"	"BodyAccJerk"	"Y"	-0.0545213604089286
"5"	"WALKING"	"freq"	"BodyAccJerk"	"Z"	-0.633429995714286
"5"	"WALKING"	"freq"	"BodyGyro"	"Mag"	-0.589741506785714
"5"	"WALKING"	"freq"	"BodyGyro"	"X"	-0.529392790178571
"5"	"WALKING"	"freq"	"BodyGyro"	"Y"	-0.502683380535714
"5"	"WALKING"	"freq"	"BodyGyro"	"Z"	-0.420367075178571
"5"	"WALKING"	"freq"	"BodyGyroJerk"	"Mag"	-0.455665300892857
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Mag"	0.205422375957447
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"X"	0.275046110468085
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Y"	0.0907630761042553
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Z"	-0.325891435319149
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Mag"	-0.0292570509829787
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"X"	0.0322415501638298
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Y"	0.0473612314702128
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Z"	-0.52265163787234
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Mag"	-0.360678305253192
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"X"	-0.46064684487234
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Y"	-0.409134149148936
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Z"	-0.227869042382979
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Mag"	-0.450303212340426
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"X"	-0.411302217446809
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Y"	-0.514591487234043
"5"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Z"	-0.0344217467042553
"5"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Mag"	0.205422375957447
"5"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"X"	-0.950490938510638
"5"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Y"	-0.912363420851064
"5"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Z"	-0.927192732978723
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Mag"	0.0428533623276596
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"X"	0.336554724893617
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Y"	0.0268269875085106
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Z"	-0.353397850212766
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	-0.089735699787234
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"X"	0.011055933212766
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Y"	0.0901720096791489
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Z"	-0.551178075319149
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Mag"	-0.484141274255319
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"X"	-0.51494094106383
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Y"	-0.431552775319149
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Z"	-0.374705187021277
"5"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyroJerk"	"Mag"	-0.487128422553191
"5"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Mag"	-0.136736383765957
"5"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"X"	-0.0457237779851064
"5"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Y"	0.185022459476596
"5"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Z"	-0.308938978787234
"5"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Mag"	-0.310186545957447
"5"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"X"	-0.223896564340426
"5"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Y"	-0.125026612744681
"5"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Z"	-0.63836903212766
"5"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Mag"	-0.354687870212766
"5"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"X"	-0.443342262340426
"5"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Y"	-0.440345826382979
"5"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Z"	-0.26545133312766
"5"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Mag"	-0.557988065531915
"5"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"X"	-0.305245202489362
"5"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Y"	-0.631822048297872
"5"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Z"	-0.282154378489362
"5"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Mag"	-0.136736383765957
"5"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"X"	-0.95357996893617
"5"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Y"	-0.900511719787234
"5"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Z"	-0.92141958
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Mag"	-0.254091927148936
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"X"	-0.00473819670425532
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Y"	0.165037631180851
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Z"	-0.28925665906383
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	-0.378616675957447
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"X"	-0.22532784293617
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Y"	-0.105311152804255
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Z"	-0.668825711276596
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Mag"	-0.440445051914894
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"X"	-0.501685580212766
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Y"	-0.403486393191489
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Z"	-0.380378006808511
"5"	"WALKING_UPSTAIRS"	"freq"	"BodyGyroJerk"	"Mag"	-0.572485019787234
"6"	"LAYING"	"time"	"BodyAcc"	"Mag"	-0.897326245964912
"6"	"LAYING"	"time"	"BodyAcc"	"X"	-0.934049422052632
"6"	"LAYING"	"time"	"BodyAcc"	"Y"	-0.924644826385965
"6"	"LAYING"	"time"	"BodyAcc"	"Z"	-0.925216100350877
"6"	"LAYING"	"time"	"BodyAccJerk"	"Mag"	-0.950341934385965
"6"	"LAYING"	"time"	"BodyAccJerk"	"X"	-0.966341054736842
"6"	"LAYING"	"time"	"BodyAccJerk"	"Y"	-0.933674494385965
"6"	"LAYING"	"time"	"BodyAccJerk"	"Z"	-0.959646055263158
"6"	"LAYING"	"time"	"BodyGyro"	"Mag"	-0.920914497017544
"6"	"LAYING"	"time"	"BodyGyro"	"X"	-0.955378225087719
"6"	"LAYING"	"time"	"BodyGyro"	"Y"	-0.943634949473684
"6"	"LAYING"	"time"	"BodyGyro"	"Z"	-0.939141878596491
"6"	"LAYING"	"time"	"BodyGyroJerk"	"Mag"	-0.953157001578947
"6"	"LAYING"	"time"	"BodyGyroJerk"	"X"	-0.939611608245614
"6"	"LAYING"	"time"	"BodyGyroJerk"	"Y"	-0.958628819649123
"6"	"LAYING"	"time"	"BodyGyroJerk"	"Z"	-0.959579071578947
"6"	"LAYING"	"time"	"GravityAcc"	"Mag"	-0.897326245964912
"6"	"LAYING"	"time"	"GravityAcc"	"X"	-0.887746310350877
"6"	"LAYING"	"time"	"GravityAcc"	"Y"	-0.959161956491228
"6"	"LAYING"	"time"	"GravityAcc"	"Z"	-0.928130738421053
"6"	"LAYING"	"freq"	"BodyAcc"	"Mag"	-0.905373979824561
"6"	"LAYING"	"freq"	"BodyAcc"	"X"	-0.932462941461404
"6"	"LAYING"	"freq"	"BodyAcc"	"Y"	-0.929711219929825
"6"	"LAYING"	"freq"	"BodyAcc"	"Z"	-0.924004748421053
"6"	"LAYING"	"freq"	"BodyAccJerk"	"Mag"	-0.951552664035088
"6"	"LAYING"	"freq"	"BodyAccJerk"	"X"	-0.968619159473684
"6"	"LAYING"	"freq"	"BodyAccJerk"	"Y"	-0.935717452807018
"6"	"LAYING"	"freq"	"BodyAccJerk"	"Z"	-0.963567540877193
"6"	"LAYING"	"freq"	"BodyGyro"	"Mag"	-0.928694890175439
"6"	"LAYING"	"freq"	"BodyGyro"	"X"	-0.962164978596491
"6"	"LAYING"	"freq"	"BodyGyro"	"Y"	-0.945365097894737
"6"	"LAYING"	"freq"	"BodyGyro"	"Z"	-0.947136774385965
"6"	"LAYING"	"freq"	"BodyGyroJerk"	"Mag"	-0.955504654561404
"6"	"SITTING"	"time"	"BodyAcc"	"Mag"	-0.931572655636364
"6"	"SITTING"	"time"	"BodyAcc"	"X"	-0.980164933636364
"6"	"SITTING"	"time"	"BodyAcc"	"Y"	-0.923682131090909
"6"	"SITTING"	"time"	"BodyAcc"	"Z"	-0.925797097090909
"6"	"SITTING"	"time"	"BodyAccJerk"	"Mag"	-0.948181827818182
"6"	"SITTING"	"time"	"BodyAccJerk"	"X"	-0.969929476363636
"6"	"SITTING"	"time"	"BodyAccJerk"	"Y"	-0.945143686181818
"6"	"SITTING"	"time"	"BodyAccJerk"	"Z"	-0.958572952545454
"6"	"SITTING"	"time"	"BodyGyro"	"Mag"	-0.921259472727273
"6"	"SITTING"	"time"	"BodyGyro"	"X"	-0.957367681818182
"6"	"SITTING"	"time"	"BodyGyro"	"Y"	-0.944130044727273
"6"	"SITTING"	"time"	"BodyGyro"	"Z"	-0.939681350909091
"6"	"SITTING"	"time"	"BodyGyroJerk"	"Mag"	-0.950150571818182
"6"	"SITTING"	"time"	"BodyGyroJerk"	"X"	-0.943714804727273
"6"	"SITTING"	"time"	"BodyGyroJerk"	"Y"	-0.961780726363636
"6"	"SITTING"	"time"	"BodyGyroJerk"	"Z"	-0.958787671272727
"6"	"SITTING"	"time"	"GravityAcc"	"Mag"	-0.931572655636364
"6"	"SITTING"	"time"	"GravityAcc"	"X"	-0.988872369272727
"6"	"SITTING"	"time"	"GravityAcc"	"Y"	-0.960875994727273
"6"	"SITTING"	"time"	"GravityAcc"	"Z"	-0.955475832363636
"6"	"SITTING"	"freq"	"BodyAcc"	"Mag"	-0.939547202909091
"6"	"SITTING"	"freq"	"BodyAcc"	"X"	-0.982451284727273
"6"	"SITTING"	"freq"	"BodyAcc"	"Y"	-0.925676956
"6"	"SITTING"	"freq"	"BodyAcc"	"Z"	-0.925768475636364
"6"	"SITTING"	"freq"	"BodyAccJerk"	"Mag"	-0.947304700363636
"6"	"SITTING"	"freq"	"BodyAccJerk"	"X"	-0.971488767454545
"6"	"SITTING"	"freq"	"BodyAccJerk"	"Y"	-0.946880042
"6"	"SITTING"	"freq"	"BodyAccJerk"	"Z"	-0.961636555090909
"6"	"SITTING"	"freq"	"BodyGyro"	"Mag"	-0.929549141636364
"6"	"SITTING"	"freq"	"BodyGyro"	"X"	-0.963407046545455
"6"	"SITTING"	"freq"	"BodyGyro"	"Y"	-0.944901470363636
"6"	"SITTING"	"freq"	"BodyGyro"	"Z"	-0.947326797818182
"6"	"SITTING"	"freq"	"BodyGyroJerk"	"Mag"	-0.951196693454545
"6"	"STANDING"	"time"	"BodyAcc"	"Mag"	-0.939310249649123
"6"	"STANDING"	"time"	"BodyAcc"	"X"	-0.981758159649123
"6"	"STANDING"	"time"	"BodyAcc"	"Y"	-0.921493191754386
"6"	"STANDING"	"time"	"BodyAcc"	"Z"	-0.925692371929825
"6"	"STANDING"	"time"	"BodyAccJerk"	"Mag"	-0.956099145964912
"6"	"STANDING"	"time"	"BodyAccJerk"	"X"	-0.973132635789474
"6"	"STANDING"	"time"	"BodyAccJerk"	"Y"	-0.949362277017544
"6"	"STANDING"	"time"	"BodyAccJerk"	"Z"	-0.967547241754386
"6"	"STANDING"	"time"	"BodyGyro"	"Mag"	-0.915891572982456
"6"	"STANDING"	"time"	"BodyGyro"	"X"	-0.947561298596491
"6"	"STANDING"	"time"	"BodyGyro"	"Y"	-0.94248658631579
"6"	"STANDING"	"time"	"BodyGyro"	"Z"	-0.947782155964912
"6"	"STANDING"	"time"	"BodyGyroJerk"	"Mag"	-0.952536233859649
"6"	"STANDING"	"time"	"BodyGyroJerk"	"X"	-0.946423593157895
"6"	"STANDING"	"time"	"BodyGyroJerk"	"Y"	-0.962422163684211
"6"	"STANDING"	"time"	"BodyGyroJerk"	"Z"	-0.962758177192982
"6"	"STANDING"	"time"	"GravityAcc"	"Mag"	-0.939310249649123
"6"	"STANDING"	"time"	"GravityAcc"	"X"	-0.985583066842105
"6"	"STANDING"	"time"	"GravityAcc"	"Y"	-0.96844910122807
"6"	"STANDING"	"time"	"GravityAcc"	"Z"	-0.942795062280702
"6"	"STANDING"	"freq"	"BodyAcc"	"Mag"	-0.94456410754386
"6"	"STANDING"	"freq"	"BodyAcc"	"X"	-0.984067374035088
"6"	"STANDING"	"freq"	"BodyAcc"	"Y"	-0.921449111052632
"6"	"STANDING"	"freq"	"BodyAcc"	"Z"	-0.922067224210526
"6"	"STANDING"	"freq"	"BodyAccJerk"	"Mag"	-0.95538157877193
"6"	"STANDING"	"freq"	"BodyAccJerk"	"X"	-0.975235677719298
"6"	"STANDING"	"freq"	"BodyAccJerk"	"Y"	-0.950681450350877
"6"	"STANDING"	"freq"	"BodyAccJerk"	"Z"	-0.969895845789474
"6"	"STANDING"	"freq"	"BodyGyro"	"Mag"	-0.923108761578947
"6"	"STANDING"	"freq"	"BodyGyro"	"X"	-0.952817395263158
"6"	"STANDING"	"freq"	"BodyGyro"	"Y"	-0.942539174210526
"6"	"STANDING"	"freq"	"BodyGyro"	"Z"	-0.95445570245614
"6"	"STANDING"	"freq"	"BodyGyroJerk"	"Mag"	-0.952088499473684
"6"	"WALKING"	"time"	"BodyAcc"	"Mag"	-0.266734167368421
"6"	"WALKING"	"time"	"BodyAcc"	"X"	-0.296538717368421
"6"	"WALKING"	"time"	"BodyAcc"	"Y"	0.164213884996491
"6"	"WALKING"	"time"	"BodyAcc"	"Z"	-0.504324207192982
"6"	"WALKING"	"time"	"BodyAccJerk"	"Mag"	-0.0706029648421053
"6"	"WALKING"	"time"	"BodyAccJerk"	"X"	-0.132784766936842
"6"	"WALKING"	"time"	"BodyAccJerk"	"Y"	0.00808897373684211
"6"	"WALKING"	"time"	"BodyAccJerk"	"Z"	-0.575777466491228
"6"	"WALKING"	"time"	"BodyGyro"	"Mag"	-0.36560291677193
"6"	"WALKING"	"time"	"BodyGyro"	"X"	-0.446020952631579
"6"	"WALKING"	"time"	"BodyGyro"	"Y"	-0.331702267894737
"6"	"WALKING"	"time"	"BodyGyro"	"Z"	-0.383139334736842
"6"	"WALKING"	"time"	"BodyGyroJerk"	"Mag"	-0.364708342315789
"6"	"WALKING"	"time"	"BodyGyroJerk"	"X"	-0.18260093354386
"6"	"WALKING"	"time"	"BodyGyroJerk"	"Y"	-0.416390246140351
"6"	"WALKING"	"time"	"BodyGyroJerk"	"Z"	-0.166684422233333
"6"	"WALKING"	"time"	"GravityAcc"	"Mag"	-0.266734167368421
"6"	"WALKING"	"time"	"GravityAcc"	"X"	-0.977779896491228
"6"	"WALKING"	"time"	"GravityAcc"	"Y"	-0.964248568070175
"6"	"WALKING"	"time"	"GravityAcc"	"Z"	-0.957205025789474
"6"	"WALKING"	"freq"	"BodyAcc"	"Mag"	-0.421683093508772
"6"	"WALKING"	"freq"	"BodyAcc"	"X"	-0.34522769
"6"	"WALKING"	"freq"	"BodyAcc"	"Y"	0.101699642168947
"6"	"WALKING"	"freq"	"BodyAcc"	"Z"	-0.550474621754386
"6"	"WALKING"	"freq"	"BodyAccJerk"	"Mag"	-0.0964999702982456
"6"	"WALKING"	"freq"	"BodyAccJerk"	"X"	-0.19269469414386
"6"	"WALKING"	"freq"	"BodyAccJerk"	"Y"	0.0314450678263158
"6"	"WALKING"	"freq"	"BodyAccJerk"	"Z"	-0.608624354210526
"6"	"WALKING"	"freq"	"BodyGyro"	"Mag"	-0.510648322631579
"6"	"WALKING"	"freq"	"BodyGyro"	"X"	-0.515323854385965
"6"	"WALKING"	"freq"	"BodyGyro"	"Y"	-0.332008706842105
"6"	"WALKING"	"freq"	"BodyGyro"	"Z"	-0.512209233508772
"6"	"WALKING"	"freq"	"BodyGyroJerk"	"Mag"	-0.408078906482456
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Mag"	0.373611914166667
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"X"	0.383681639791667
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Y"	0.360164958768542
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Z"	-0.320204232520417
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Mag"	0.209502174375
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"X"	0.165271070858333
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Y"	0.276544029529167
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Z"	-0.336817322270833
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Mag"	-0.0426276750979167
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"X"	-0.19830385328125
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Y"	-0.18922957
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Z"	-0.0940797929729167
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Mag"	-0.111228416159583
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"X"	0.0393387960854167
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Y"	-0.193508405479167
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Z"	0.193206498960417
"6"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Mag"	0.373611914166667
"6"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"X"	-0.9544062675
"6"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Y"	-0.93357760125
"6"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Z"	-0.934378766458333
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Mag"	0.1446227570625
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"X"	0.403369766666667
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Y"	0.283247837625
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Z"	-0.4060143105
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	0.15480886140625
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"X"	0.0886515099394167
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Y"	0.341242392604167
