"subject"	"activity"	"domain"	"sensed"	"direction"	"mean"
"6"	"LAYING"	"time"	"BodyAcc"	"X"	0.248656520140351
"6"	"LAYING"	"time"	"BodyAcc"	"Y"	-0.0102529170561404
"6"	"LAYING"	"time"	"BodyAcc"	"Z"	-0.133119570368421
"6"	"LAYING"	"time"	"BodyAccJerk"	"Mag"	-0.954750504912281
"6"	"LAYING"	"time"	"BodyAccJerk"	"X"	0.0963481955263158
"6"	"LAYING"	"time"	"BodyAccJerk"	"Y"	-0.00114529240245614
"6"	"LAYING"	"time"	"BodyAccJerk"	"Z"	0.00328817288070175
"6"	"LAYING"	"time"	"BodyGyro"	"Mag"	-0.908980174736842
"6"	"LAYING"	"time"	"BodyGyro"	"X"	-0.0079605026754386
"6"	"LAYING"	"time"	"BodyGyro"	"Y"	-0.107218315054386
"6"	"LAYING"	"time"	"BodyGyro"	"Z"	0.179102058245614
"6"	"LAYING"	"time"	"BodyGyroJerk"	"Mag"	-0.955645738245614
"6"	"LAYING"	"time"	"BodyGyroJerk"	"X"	-0.111267284631579
"6"	"LAYING"	"time"	"BodyGyroJerk"	"Y"	-0.0424104289992982
"6"	"LAYING"	"time"	"BodyGyroJerk"	"Z"	-0.0717774743859649
"6"	"LAYING"	"time"	"GravityAcc"	"Mag"	-0.918878850824561
"6"	"LAYING"	"time"	"GravityAcc"	"X"	-0.47670987877193
"6"	"LAYING"	"time"	"GravityAcc"	"Y"	0.956593814210526
"6"	"LAYING"	"time"	"GravityAcc"	"Z"	0.175867709021053
"6"	"LAYING"	"freq"	"BodyAcc"	"Mag"	-0.91235165222807
"6"	"LAYING"	"freq"	"BodyAcc"	"X"	-0.939114254210526
"6"	"LAYING"	"freq"	"BodyAcc"	"Y"	-0.923706791403509
"6"	"LAYING"	"freq"	"BodyAcc"	"Z"	-0.938044912280702
"6"	"LAYING"	"freq"	"BodyAccJerk"	"Mag"	-0.948655471052632
"6"	"LAYING"	"freq"	"BodyAccJerk"	"X"	-0.967072436842105
"6"	"LAYING"	"freq"	"BodyAccJerk"	"Y"	-0.936043420175439
"6"	"LAYING"	"freq"	"BodyAccJerk"	"Z"	-0.954425844736842
"6"	"LAYING"	"freq"	"BodyGyro"	"Mag"	-0.930153639473684
"6"	"LAYING"	"freq"	"BodyGyro"	"X"	-0.935439769649123
"6"	"LAYING"	"freq"	"BodyGyro"	"Y"	-0.941771544385965
"6"	"LAYING"	"freq"	"BodyGyro"	"Z"	-0.932636612807018
"6"	"LAYING"	"freq"	"BodyGyroJerk"	"Mag"	-0.953695957368421
"6"	"SITTING"	"time"	"BodyAcc"	"Mag"	-0.949543531272727
"6"	"SITTING"	"time"	"BodyAcc"	"X"	0.276778487454545
"6"	"SITTING"	"time"	"BodyAcc"	"Y"	-0.0145911615290909
"6"	"SITTING"	"time"	"BodyAcc"	"Z"	-0.110127728709091
"6"	"SITTING"	"time"	"BodyAccJerk"	"Mag"	-0.962733502
"6"	"SITTING"	"time"	"BodyAccJerk"	"X"	0.0754721635223636
"6"	"SITTING"	"time"	"BodyAccJerk"	"Y"	2.55649800000023e-06
"6"	"SITTING"	"time"	"BodyAccJerk"	"Z"	0.00623727782090909
"6"	"SITTING"	"time"	"BodyGyro"	"Mag"	-0.932703812181818
"6"	"SITTING"	"time"	"BodyGyro"	"X"	-0.0372442282830909
"6"	"SITTING"	"time"	"BodyGyro"	"Y"	-0.0899083302550909
"6"	"SITTING"	"time"	"BodyGyro"	"Z"	0.0854346006181818
"6"	"SITTING"	"time"	"BodyGyroJerk"	"Mag"	-0.962929227818182
"6"	"SITTING"	"time"	"BodyGyroJerk"	"X"	-0.0936693524363636
"6"	"SITTING"	"time"	"BodyGyroJerk"	"Y"	-0.0333986700025455
"6"	"SITTING"	"time"	"BodyGyroJerk"	"Z"	-0.0465504310978182
"6"	"SITTING"	"time"	"GravityAcc"	"Mag"	-0.949543531272727
"6"	"SITTING"	"time"	"GravityAcc"	"X"	0.933692934909091
"6"	"SITTING"	"time"	"GravityAcc"	"Y"	0.0682628663363636
"6"	"SITTING"	"time"	"GravityAcc"	"Z"	0.0695219657167273
"6"	"SITTING"	"freq"	"BodyAcc"	"Mag"	-0.935750391272727
"6"	"SITTING"	"freq"	"BodyAcc"	"X"	-0.975351454727273
"6"	"SITTING"	"freq"	"BodyAcc"	"Y"	-0.928264365454545
"6"	"SITTING"	"freq"	"BodyAcc"	"Z"	-0.935798115272727
"6"	"SITTING"	"freq"	"BodyAccJerk"	"Mag"	-0.948348653636364
"6"	"SITTING"	"freq"	"BodyAccJerk"	"X"	-0.971037479818182
"6"	"SITTING"	"freq"	"BodyAccJerk"	"Y"	-0.947070821272727
"6"	"SITTING"	"freq"	"BodyAccJerk"	"Z"	-0.954199785636364
"6"	"SITTING"	"freq"	"BodyGyro"	"Mag"	-0.929725679272727
"6"	"SITTING"	"freq"	"BodyGyro"	"X"	-0.939671400545455
"6"	"SITTING"	"freq"	"BodyGyro"	"Y"	-0.943857393090909
"6"	"SITTING"	"freq"	"BodyGyro"	"Z"	-0.934764895454545
"6"	"SITTING"	"freq"	"BodyGyroJerk"	"Mag"	-0.952034566
"6"	"STANDING"	"time"	"BodyAcc"	"Mag"	-0.945022876491228
"6"	"STANDING"	"time"	"BodyAcc"	"X"	0.280346248596491
"6"	"STANDING"	"time"	"BodyAcc"	"Y"	-0.0181236327175439
"6"	"STANDING"	"time"	"BodyAcc"	"Z"	-0.112172831947368
"6"	"STANDING"	"time"	"BodyAccJerk"	"Mag"	-0.967102436140351
"6"	"STANDING"	"time"	"BodyAccJerk"	"X"	0.0730699604561404
"6"	"STANDING"	"time"	"BodyAccJerk"	"Y"	0.00871883993421053
"6"	"STANDING"	"time"	"BodyAccJerk"	"Z"	-0.00481712245438596
"6"	"STANDING"	"time"	"BodyGyro"	"Mag"	-0.939404744385965
"6"	"STANDING"	"time"	"BodyGyro"	"X"	-0.028251913022807
"6"	"STANDING"	"time"	"BodyGyro"	"Y"	-0.0589823639438597
"6"	"STANDING"	"time"	"BodyGyro"	"Z"	0.0767394745964912
"6"	"STANDING"	"time"	"BodyGyroJerk"	"Mag"	-0.963406222982456
"6"	"STANDING"	"time"	"BodyGyroJerk"	"X"	-0.103292534210526
"6"	"STANDING"	"time"	"BodyGyroJerk"	"Y"	-0.0428828304736842
"6"	"STANDING"	"time"	"BodyGyroJerk"	"Z"	-0.0506432189438596
"6"	"STANDING"	"time"	"GravityAcc"	"Mag"	-0.945022876491228
"6"	"STANDING"	"time"	"GravityAcc"	"X"	0.945139003859649
"6"	"STANDING"	"time"	"GravityAcc"	"Y"	-0.230251036140351
"6"	"STANDING"	"time"	"GravityAcc"	"Z"	0.0139193473596491
"6"	"STANDING"	"freq"	"BodyAcc"	"Mag"	-0.945949804035088
"6"	"STANDING"	"freq"	"BodyAcc"	"X"	-0.977100287368421
"6"	"STANDING"	"freq"	"BodyAcc"	"Y"	-0.930336471754386
"6"	"STANDING"	"freq"	"BodyAcc"	"Z"	-0.942864017017544
"6"	"STANDING"	"freq"	"BodyAccJerk"	"Mag"	-0.955914005438597
"6"	"STANDING"	"freq"	"BodyAccJerk"	"X"	-0.97348053877193
"6"	"STANDING"	"freq"	"BodyAccJerk"	"Y"	-0.951405464912281
"6"	"STANDING"	"freq"	"BodyAccJerk"	"Z"	-0.963743518070175
"6"	"STANDING"	"freq"	"BodyGyro"	"Mag"	-0.926664297017544
"6"	"STANDING"	"freq"	"BodyGyro"	"X"	-0.931612384385965
"6"	"STANDING"	"freq"	"BodyGyro"	"Y"	-0.943273146140351
"6"	"STANDING"	"freq"	"BodyGyro"	"Z"	-0.943239602105263
"6"	"STANDING"	"freq"	"BodyGyroJerk"	"Mag"	-0.955425138245614
"6"	"WALKING"	"time"	"BodyAcc"	"Mag"	-0.166840713631579
"6"	"WALKING"	"time"	"BodyAcc"	"X"	0.283658868070175
"6"	"WALKING"	"time"	"BodyAcc"	"Y"	-0.0168954189082456
"6"	"WALKING"	"time"	"BodyAcc"	"Z"	-0.110303165877193
"6"	"WALKING"	"time"	"BodyAccJerk"	"Mag"	-0.195117026052632
"6"	"WALKING"	"time"	"BodyAccJerk"	"X"	0.0699585876912281
"6"	"WALKING"	"time"	"BodyAccJerk"	"Y"	-0.0164831715964912
"6"	"WALKING"	"time"	"BodyAccJerk"	"Z"	-0.00738931200701754
"6"	"WALKING"	"time"	"BodyGyro"	"Mag"	-0.281207841122807
"6"	"WALKING"	"time"	"BodyGyro"	"X"	-0.025509618645614
"6"	"WALKING"	"time"	"BodyGyro"	"Y"	-0.0744462466
"6"	"WALKING"	"time"	"BodyGyro"	"Z"	0.0838808799280702
"6"	"WALKING"	"time"	"BodyGyroJerk"	"Mag"	-0.321290483140351
"6"	"WALKING"	"time"	"BodyGyroJerk"	"X"	-0.0878891090105263
"6"	"WALKING"	"time"	"BodyGyroJerk"	"Y"	-0.0362308971842105
"6"	"WALKING"	"time"	"BodyGyroJerk"	"Z"	-0.0539597284210526
"6"	"WALKING"	"time"	"GravityAcc"	"Mag"	-0.166840713631579
"6"	"WALKING"	"time"	"GravityAcc"	"X"	0.958067455087719
"6"	"WALKING"	"time"	"GravityAcc"	"Y"	-0.214694852280702
"6"	"WALKING"	"time"	"GravityAcc"	"Z"	0.0331888826842105
"6"	"WALKING"	"freq"	"BodyAcc"	"Mag"	-0.201386607649123
"6"	"WALKING"	"freq"	"BodyAcc"	"X"	-0.187934323140351
"6"	"WALKING"	"freq"	"BodyAcc"	"Y"	0.140781621991228
"6"	"WALKING"	"freq"	"BodyAcc"	"Z"	-0.498520164385965
"6"	"WALKING"	"freq"	"BodyAccJerk"	"Mag"	-0.055401423331579
"6"	"WALKING"	"freq"	"BodyAccJerk"	"X"	-0.150942917824561
"6"	"WALKING"	"freq"	"BodyAccJerk"	"Y"	-0.0753742321614035
"6"	"WALKING"	"freq"	"BodyAccJerk"	"Z"	-0.541438616140351
"6"	"WALKING"	"freq"	"BodyGyro"	"Mag"	-0.329681123368421
"6"	"WALKING"	"freq"	"BodyGyro"	"X"	-0.239650710533333
"6"	"WALKING"	"freq"	"BodyGyro"	"Y"	-0.341378429473684
"6"	"WALKING"	"freq"	"BodyGyro"	"Z"	-0.203575458733333
"6"	"WALKING"	"freq"	"BodyGyroJerk"	"Mag"	-0.366500534122807
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Mag"	0.333754731458333
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"X"	0.277045258145833
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Y"	-0.019536840063125
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Z"	-0.107209356208333
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Mag"	0.10384507225
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"X"	0.103681343708333
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Y"	0.00987685807166667
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Z"	-0.00932470617291667
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Mag"	0.0142677821595833
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"X"	-0.0960837437708333
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Y"	-0.0341782208604167
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyro"	"Z"	0.0870012595210417
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Mag"	-0.0829366854166667
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"X"	-0.0256452232354167
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Y"	-0.0768089915604167
"6"	"WALKING_DOWNSTAIRS"	"time"	"BodyGyroJerk"	"Z"	-0.0372228650416667
"6"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Mag"	0.333754731458333
"6"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"X"	0.928531455208333
"6"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Y"	-0.214046334375
"6"	"WALKING_DOWNSTAIRS"	"time"	"GravityAcc"	"Z"	-0.00307981704708333
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Mag"	0.395958034583333
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"X"	0.328308506041667
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Y"	0.339771173822917
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAcc"	"Z"	-0.277602590916667
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	0.243834258785417
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"X"	0.136554991314583
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Y"	0.1372024523
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyAccJerk"	"Z"	-0.283086205125
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Mag"	-0.0143735434
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"X"	0.0633716052854167
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Y"	-0.130327465789583
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyro"	"Z"	0.15284524938125
"6"	"WALKING_DOWNSTAIRS"	"freq"	"BodyGyroJerk"	"Mag"	-0.132705384364583
"6"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Mag"	0.0177790974433333
"6"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"X"	0.268229355098039
"6"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Y"	-0.0272425385070588
"6"	"WALKING_UPSTAIRS"	"time"	"BodyAcc"	"Z"	-0.122082438784314
"6"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Mag"	-0.207379799254902
"6"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"X"	0.07210675
"6"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Y"	0.00371343419607843
"6"	"WALKING_UPSTAIRS"	"time"	"BodyAccJerk"	"Z"	-0.00237816579411765
"6"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Mag"	-0.12912124415098
"6"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"X"	-0.0767406825588235
"6"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Y"	-0.0518981989072549
"6"	"WALKING_UPSTAIRS"	"time"	"BodyGyro"	"Z"	0.0664234025976471
"6"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Mag"	-0.342895367921569
"6"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"X"	-0.0652024492378431
"6"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Y"	-0.0457705354509804
"6"	"WALKING_UPSTAIRS"	"time"	"BodyGyroJerk"	"Z"	-0.0576800048435294
"6"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Mag"	0.0177790974433333
"6"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"X"	0.913632241568627
"6"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Y"	-0.340732608823529
"6"	"WALKING_UPSTAIRS"	"time"	"GravityAcc"	"Z"	-0.0184608964392157
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Mag"	-0.0819479396203922
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"X"	-0.131075372803922
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Y"	0.0978035099588235
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyAcc"	"Z"	-0.42724809972549
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Mag"	-0.169868234496078
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"X"	-0.244812769960784
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Y"	-0.122991594331373
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyAccJerk"	"Z"	-0.549314615882353
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Mag"	-0.230627015078431
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"X"	-0.115065008156863
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Y"	-0.329653779629412
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyGyro"	"Z"	-0.0464142110215686
"6"	"WALKING_UPSTAIRS"	"freq"	"BodyGyroJerk"	"Mag"	-0.45923633377451
"7"	"LAYING"	"time"	"BodyAcc"	"Mag"	-0.936392023846154
"7"	"LAYING"	"time"	"BodyAcc"	"X"	0.250176694038462
"7"	"LAYING"	"time"	"BodyAcc"	"Y"	-0.0204411516884615
"7"	"LAYING"	"time"	"BodyAcc"	"Z"	-0.101361036576923
"7"	"LAYING"	"time"	"BodyAccJerk"	"Mag"	-0.980127239615385
"7"	"LAYING"	"time"	"BodyAccJerk"	"X"	0.0968904018076923
"7"	"LAYING"	"time"	"BodyAccJerk"	"Y"	0.0250624183634615
"7"	"LAYING"	"time"	"BodyAccJerk"	"Z"	-0.0131653918205769
"7"	"LAYING"	"time"	"BodyGyro"	"Mag"	-0.915793634807692
"7"	"LAYING"	"time"	"BodyGyro"	"X"	-0.00282641913096154
"7"	"LAYING"	"time"	"BodyGyro"	"Y"	-0.133605695057692
"7"	"LAYING"	"time"	"BodyGyro"	"Z"	0.155920029769231
"7"	"LAYING"	"time"	"BodyGyroJerk"	"Mag"	-0.983008829038462
"7"	"LAYING"	"time"	"BodyGyroJerk"	"X"	-0.105944243484615
"7"	"LAYING"	"time"	"BodyGyroJerk"	"Y"	-0.0358897425826923
"7"	"LAYING"	"time"	"BodyGyroJerk"	"Z"	-0.0671901794615385
"7"	"LAYING"	"time"	"GravityAcc"	"Mag"	-0.936392023846154
"7"	"LAYING"	"time"	"GravityAcc"	"X"	-0.502814250576923
"7"	"LAYING"	"time"	"GravityAcc"	"Y"	0.393444278076923
"7"	"LAYING"	"time"	"GravityAcc"	"Z"	0.907537823461538
"7"	"LAYING"	"freq"	"BodyAcc"	"Mag"	-0.927976880634615
"7"	"LAYING"	"freq"	"BodyAcc"	"X"	-0.953424245576923
"7"	"LAYING"	"freq"	"BodyAcc"	"Y"	-0.942193953846154
"7"	"LAYING"	"freq"	"BodyAcc"	"Z"	-0.958611644615385
"7"	"LAYING"	"freq"	"BodyAccJerk"	"Mag"	-0.968066259230769
"7"	"LAYING"	"freq"	"BodyAccJerk"	"X"	-0.980393046923077
"7"	"LAYING"	"freq"	"BodyAccJerk"	"Y"	-0.972531648846154
"7"	"LAYING"	"freq"	"BodyAccJerk"	"Z"	-0.969524977692308
"7"	"LAYING"	"freq"	"BodyGyro"	"Mag"	-0.941130719230769
"7"	"LAYING"	"freq"	"BodyGyro"	"X"	-0.953684547692308
"7"	"LAYING"	"freq"	"BodyGyro"	"Y"	-0.957570207692308
"7"	"LAYING"	"freq"	"BodyGyro"	"Z"	-0.956905310961538
"7"	"LAYING"	"freq"	"BodyGyroJerk"	"Mag"	-0.974117912115385
"7"	"SITTING"	"time"	"BodyAcc"	"Mag"	-0.918432107083333
"7"	"SITTING"	"time"	"BodyAcc"	"X"	0.284674637291667
"7"	"SITTING"	"time"	"BodyAcc"	"Y"	-0.01461097580375
"7"	"SITTING"	"time"	"BodyAcc"	"Z"	-0.122464597625
"7"	"SITTING"	"time"	"BodyAccJerk"	"Mag"	-0.976559676458333
"7"	"SITTING"	"time"	"BodyAccJerk"	"X"	0.0668519793125
"7"	"SITTING"	"time"	"BodyAccJerk"	"Y"	0.0116863419310417
"7"	"SITTING"	"time"	"BodyAccJerk"	"Z"	0.0162004141964583
"7"	"SITTING"	"time"	"BodyGyro"	"Mag"	-0.897870535
"7"	"SITTING"	"time"	"BodyGyro"	"X"	-0.04963797197125
"7"	"SITTING"	"time"	"BodyGyro"	"Y"	-0.03361196465625
"7"	"SITTING"	"time"	"BodyGyro"	"Z"	0.0259476655145833
"7"	"SITTING"	"time"	"BodyGyroJerk"	"Mag"	-0.981665122291667
"7"	"SITTING"	"time"	"BodyGyroJerk"	"X"	-0.0938155625083333
"7"	"SITTING"	"time"	"BodyGyroJerk"	"Y"	-0.0396444885
"7"	"SITTING"	"time"	"BodyGyroJerk"	"Z"	-0.0454566269166667
"7"	"SITTING"	"time"	"GravityAcc"	"Mag"	-0.918432107083333
"7"	"SITTING"	"time"	"GravityAcc"	"X"	0.969147824375
"7"	"SITTING"	"time"	"GravityAcc"	"Y"	0.00608846646041667
"7"	"SITTING"	"time"	"GravityAcc"	"Z"	0.0649636250354167
"7"	"SITTING"	"freq"	"BodyAcc"	"Mag"	-0.90895677625
"7"	"SITTING"	"freq"	"BodyAcc"	"X"	-0.972697126875
"7"	"SITTING"	"freq"	"BodyAcc"	"Y"	-0.93149063375
"7"	"SITTING"	"freq"	"BodyAcc"	"Z"	-0.904675337916667
"7"	"SITTING"	"freq"	"BodyAccJerk"	"Mag"	-0.970954184166667
"7"	"SITTING"	"freq"	"BodyAccJerk"	"X"	-0.982037243958333
"7"	"SITTING"	"freq"	"BodyAccJerk"	"Y"	-0.969423612916667
"7"	"SITTING"	"freq"	"BodyAccJerk"	"Z"	-0.968503504791667
"7"	"SITTING"	"freq"	"BodyGyro"	"Mag"	-0.933081955208333
"7"	"SITTING"	"freq"	"BodyGyro"	"X"	-0.9436317575
"7"	"SITTING"	"freq"	"BodyGyro"	"Y"	-0.956678065
"7"	"SITTING"	"freq"	"BodyGyro"	"Z"	-0.9474199325
"7"	"SITTING"	"freq"	"BodyGyroJerk"	"Mag"	-0.978634991458333
"7"	"STANDING"	"time"	"BodyAcc"	"Mag"	-0.942724659245283
"7"	"STANDING"	"time"	"BodyAcc"	"X"	0.282723539433962
"7"	"STANDING"	"time"	"BodyAcc"	"Y"	-0.0145740341037736
"7"	"STANDING"	"time"	"BodyAcc"	"Z"	-0.0997778303207547
"7"	"STANDING"	"time"	"BodyAccJerk"	"Mag"	-0.973381306226415
"7"	"STANDING"	"time"	"BodyAccJerk"	"X"	0.0751915112830189
"7"	"STANDING"	"time"	"BodyAccJerk"	"Y"	0.00694700354075472
"7"	"STANDING"	"time"	"BodyAccJerk"	"Z"	-0.0108420294035849
"7"	"STANDING"	"time"	"BodyGyro"	"Mag"	-0.943425564528302
"7"	"STANDING"	"time"	"BodyGyro"	"X"	-0.0291582212545283
"7"	"STANDING"	"time"	"BodyGyro"	"Y"	-0.0774336443396226
"7"	"STANDING"	"time"	"BodyGyro"	"Z"	0.0851045000566038
"7"	"STANDING"	"time"	"BodyGyroJerk"	"Mag"	-0.977377083018868
"7"	"STANDING"	"time"	"BodyGyroJerk"	"X"	-0.0901539662169811
"7"	"STANDING"	"time"	"BodyGyroJerk"	"Y"	-0.0412797611886792
"7"	"STANDING"	"time"	"BodyGyroJerk"	"Z"	-0.0545390015471698
"7"	"STANDING"	"time"	"GravityAcc"	"Mag"	-0.942724659245283
"7"	"STANDING"	"time"	"GravityAcc"	"X"	0.958728687924528
"7"	"STANDING"	"time"	"GravityAcc"	"Y"	-0.117607048924528
"7"	"STANDING"	"time"	"GravityAcc"	"Z"	-0.0516573721320755
"7"	"STANDING"	"freq"	"BodyAcc"	"Mag"	-0.945611450377358
"7"	"STANDING"	"freq"	"BodyAcc"	"X"	-0.976681834339623
"7"	"STANDING"	"freq"	"BodyAcc"	"Y"	-0.941883783773585
"7"	"STANDING"	"freq"	"BodyAcc"	"Z"	-0.938550519811321
"7"	"STANDING"	"freq"	"BodyAccJerk"	"Mag"	-0.967417888301887
"7"	"STANDING"	"freq"	"BodyAccJerk"	"X"	-0.976323086226415
"7"	"STANDING"	"freq"	"BodyAccJerk"	"Y"	-0.967165093018868
"7"	"STANDING"	"freq"	"BodyAccJerk"	"Z"	-0.968229643018868
"7"	"STANDING"	"freq"	"BodyGyro"	"Mag"	-0.93870498490566
"7"	"STANDING"	"freq"	"BodyGyro"	"X"	-0.938121637735849
"7"	"STANDING"	"freq"	"BodyGyro"	"Y"	-0.957548671320755
"7"	"STANDING"	"freq"	"BodyGyro"	"Z"	-0.957165056226415
"7"	"STANDING"	"freq"	"BodyGyroJerk"	"Mag"	-0.973671168679245
"7"	"WALKING"	"time"	"BodyAcc"	"Mag"	-0.0978090439438596
"7"	"WALKING"	"time"	"BodyAcc"	"X"	0.275592961754386
"7"	"WALKING"	"time"	"BodyAcc"	"Y"	-0.018653665345614
"7"	"WALKING"	"time"	"BodyAcc"	"Z"	-0.110912234947368
"7"	"WALKING"	"time"	"BodyAccJerk"	"Mag"	-0.192948900438596
"7"	"WALKING"	"time"	"BodyAccJerk"	"X"	0.0901462649192983
"7"	"WALKING"	"time"	"BodyAccJerk"	"Y"	0.0184322723280702
"7"	"WALKING"	"time"	"BodyAccJerk"	"Z"	-0.0210398551649123
"7"	"WALKING"	"time"	"BodyGyro"	"Mag"	-0.305959351403509
"7"	"WALKING"	"time"	"BodyGyro"	"X"	0.00228835208526316
"7"	"WALKING"	"time"	"BodyGyro"	"Y"	-0.0837113724842105
"7"	"WALKING"	"time"	"BodyGyro"	"Z"	0.0641104602035088
"7"	"WALKING"	"time"	"BodyGyroJerk"	"Mag"	-0.300022779964912
"7"	"WALKING"	"time"	"BodyGyroJerk"	"X"	-0.123654199751333
"7"	"WALKING"	"time"	"BodyGyroJerk"	"Y"	-0.0447766029745614
"7"	"WALKING"	"time"	"BodyGyroJerk"	"Z"	-0.0495713093294737
"7"	"WALKING"	"time"	"GravityAcc"	"Mag"	-0.0978090439438596
"7"	"WALKING"	"time"	"GravityAcc"	"X"	0.932566472280702
"7"	"WALKING"	"time"	"GravityAcc"	"Y"	-0.159097003684211
"7"	"WALKING"	"time"	"GravityAcc"	"Z"	-0.160846924029807
"7"	"WALKING"	"freq"	"BodyAcc"	"Mag"	-0.151243649578947
"7"	"WALKING"	"freq"	"BodyAcc"	"X"	-0.343048405789474
"7"	"WALKING"	"freq"	"BodyAcc"	"Y"	-0.0641564202736842
"7"	"WALKING"	"freq"	"BodyAcc"	"Z"	0.0385832252345614
"7"	"WALKING"	"freq"	"BodyAccJerk"	"Mag"	-0.0384187298547368
"7"	"WALKING"	"freq"	"BodyAccJerk"	"X"	-0.383715797719298
"7"	"WALKING"	"freq"	"BodyAccJerk"	"Y"	-0.123192887383684
"7"	"WALKING"	"freq"	"BodyAccJerk"	"Z"	-0.106490372892632
"7"	"WALKING"	"freq"	"BodyGyro"	"Mag"	-0.192909765467895
"7"	"WALKING"	"freq"	"BodyGyro"	"X"	-0.318395104666667
"7"	"WALKING"	"freq"	"BodyGyro"	"Y"	-0.151966687436842
"7"	"WALKING"	"freq"	"BodyGyro"	"Z"	-0.366733617894737
"7"	"WALKING"	"freq"	"BodyGyroJerk"	"Mag"	-0.155339855862632
"7"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Mag"	0.0198795285851064
"7"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"X"	0.28030708
"7"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Y"	-0.0166332372978723
"7"	"WALKING_DOWNSTAIRS"	"time"	"BodyAcc"	"Z"	-0.096938308587234
"7"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Mag"	-0.170319619372979
"7"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"X"	0.0968926184638298
"7"	"WALKING_DOWNSTAIRS"	"time"	"BodyAccJerk"	"Y"	-0.0191061075170213
